Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
2619,311288,syrn,"2016-04-23 04:43:33",0.82422,7,syrnx9169
2620,290755,rnavarro,"2016-03-18 04:22:50",0.82421,9,rnavarro
2621,314530,1301MA,"2016-05-02 01:14:20",0.82421,35,happpy
2622,285663,"Woods Jiang","2016-03-12 15:41:15",0.82420,15,woodsjiang
2623,303920,Drendar,"2016-04-30 04:01:16",0.82420,4,kgilpas
2624,293370,Brox,"2016-05-02 03:59:54",0.82420,10,del=c847b078443444b2
2625,305161,Kamila,"2016-05-02 19:02:09",0.82420,29,kamila
2626,287458,Nilesh,"2016-05-01 21:57:18",0.82420,9,nileshp
2627,289261,EnriqueSantos,"2016-03-28 21:53:49",0.82419,63,enriquesantos
2628,296383,InsertCreativeTeamNameHere,"2016-04-26 01:18:47",0.82419,11,"leslietanner,matthawthorn,nikhil1291,sputnik13"
2629,289048,"Adil Omari","2016-03-10 12:33:20",0.82419,6,aomari
2630,288050,"Super Friends","2016-03-17 02:45:53",0.82418,12,"chezui,petersam"
2631,296023,claygirl,"2016-05-01 23:17:06",0.82418,18,magdalenawojcik
2632,308362,"Alexander Ryzhkov","2016-05-02 22:36:04",0.82418,46,alexryzhkov
2633,308170,"William Wallace","2016-05-02 23:56:22",0.82417,12,"being555,cecilialei,zhangjiong724"
2634,303646,freejazz,"2016-04-22 11:44:45",0.82417,23,jazzydag
2635,305113,YiChungHsu,"2016-04-11 03:43:51",0.82416,4,todaysholiday
2636,314526,"Sam Zhang","2016-04-25 01:48:16",0.82416,2,szhang1
2637,314097,XiaoweiLiu,"2016-05-02 00:37:32",0.82416,44,tryagainagain
2638,313460,"Vekh Lenge Assi","2016-05-02 21:11:11",0.82416,32,raghvendra1202
2639,290276,"rahul agarwal","2016-03-25 15:16:13",0.82415,36,mlwhiz
2640,308523,MLCLASS_SP16_42,"2016-05-02 22:37:44",0.82414,22,"ericusc,gumberankush"
2641,313678,"Ilya Raykhel","2016-04-27 23:49:19",0.82413,2,iraykhel
2642,291522,"Jon M","2016-03-19 05:26:28",0.82413,4,stealthman
2643,293241,"(ง ͠° ͟ل͜ ͡°)ง","2016-03-18 09:12:20",0.82413,10,jdawg22
2644,293737,leandroavellaneda,"2016-03-19 13:54:01",0.82412,5,leandroavellaneda
2645,313284,"Kirill Alshewski","2016-05-02 01:21:39",0.82412,40,kirillal
2646,309776,"Otis Chen","2016-05-02 16:25:09",0.82412,50,otischen
2647,290936,alephz,"2016-05-02 22:51:47",0.82411,13,"hamsalmeida,phmferreira,summerholt"
2648,294476,"Fionnán Alt","2016-03-20 00:11:35",0.82411,7,fionnan
2649,301193,danl,"2016-04-03 20:41:21",0.82411,7,danl32
2650,301761,absurdliyang,"2016-04-12 12:27:41",0.82411,12,absurd
2651,294618,Crazy_Scripts_Competition,"2016-05-02 23:42:45",0.82411,172,justfor
2652,296064,"Ryan Pream","2016-05-02 04:11:02",0.82410,29,ryanpream
2653,312758,"Jimmy Mirchandani","2016-05-02 14:24:54",0.82410,52,jimmymirchandani
2654,285212,narsil,"2016-05-02 07:30:08",0.82410,22,narsil
2655,285888,"Chris Thompson","2016-05-01 07:04:19",0.82410,5,chris14159
2656,311904,SentinalOne,"2016-05-02 15:07:19",0.82410,32,"kartikbhargav,ramanand"
2657,293222,"Unsupervised DS's","2016-05-02 14:52:25",0.82410,60,"del=35293c48a3c49fb8,del=500f22ab66140b47,ikemefuna,maxvanesso"
2658,299724,"Bhat DIttakavi","2016-05-02 16:17:30",0.82410,42,bdittakavi
2659,288450,"David Sola","2016-05-02 09:39:38",0.82410,55,davidsl83
2660,299902,Adil,"2016-05-01 14:14:07",0.82410,16,adilmouja
2661,311902,AnukritiGupta,"2016-05-02 08:13:55",0.82410,41,gupta17anukriti
2662,297956,"The Explorers","2016-05-01 12:27:52",0.82410,18,"harshs27,thedarkl0rd"
2663,286850,"Vivek Sarma","2016-05-01 14:14:11",0.82410,24,viveksarmar
2664,289922,"Janderson Borges","2016-05-01 23:29:39",0.82410,82,hypernote
2665,286647,"Willie Liao","2016-05-02 23:54:59",0.82409,4,willieliao
2666,313129,.,"2016-05-02 23:57:39",0.82409,36,engenious
2667,297375,AnT,"2016-04-30 16:04:20",0.82409,4,"amitg010,ntanmayee"
2668,311931,"LucasFechioMarin BCC","2016-04-30 19:46:05",0.82409,2,lucasfmarin
2669,314545,EduardoUrquilla,"2016-05-01 09:05:36",0.82409,7,otarola
2670,287977,"Nirmal Kolhe","2016-03-12 14:45:09",0.82409,5,nirmalkolhe
2671,295487,anmuTaka,"2016-05-02 09:39:47",0.82409,100,anmutaka
2672,315686,UM_EP,"2016-05-02 22:45:36",0.82408,12,elprice
2673,314628,sundayAnalitic,"2016-05-02 05:56:14",0.82408,21,sundayanalitic
2674,315005,"worth a try :)","2016-05-02 23:54:20",0.82408,6,del=bf30af498c9dbd5b
2675,313065,blacktop,"2016-04-26 00:47:25",0.82408,5,mechted
2676,300454,"Victor Martin","2016-04-05 15:21:12",0.82407,4,victorin
2677,292313,mjsmjs,"2016-03-16 15:31:09",0.82407,9,del=44fbeeb00a488a53
2678,288720,"Sergey Teslyuk","2016-04-21 15:50:56",0.82407,15,sergeyteslyuk
2679,311074,Astral,"2016-04-30 10:11:56",0.82407,6,astral
2680,302768,Haozhen,"2016-05-01 18:57:15",0.82407,10,alanwuxm
2681,285192,"rajkumar bn","2016-05-02 04:40:02",0.82407,10,rajkumarbn
2682,315633,Ankit,"2016-04-30 22:44:05",0.82407,6,ankitksharma
2683,299780,"Dong Huang","2016-04-29 07:29:03",0.82406,16,sgdsq2014
2684,314256,peteseguro,"2016-05-02 03:15:39",0.82406,10,peteseguro
2685,312818,micahwayne,"2016-04-29 05:49:42",0.82406,6,micahwayne
2686,313097,jtdoc,"2016-05-02 22:20:56",0.82406,47,jtdockg
2687,308907,DanaradjeRamachandirane,"2016-05-02 12:15:33",0.82406,6,danaradje
2688,297038,dreeux,"2016-05-02 12:05:35",0.82406,35,"dreeux,ravikumars"
2689,312539,"LucasNabeto - BCC","2016-05-02 23:25:22",0.82405,6,lucasnabeto
2690,315206,salieri78,"2016-04-29 11:50:46",0.82405,6,salieri78
2691,314370,JianyinRoachell,"2016-05-02 15:06:51",0.82405,5,jroachel
2692,285558,"Herilalaina Rakotoarison","2016-05-01 17:48:37",0.82404,19,herilalaina
2693,291228,"Sitesh Indra","2016-05-02 09:03:58",0.82404,43,sitesharyan
2694,298087,ZS13,"2016-05-02 19:23:28",0.82404,32,behrang
2695,309113,"Blue Light","2016-05-02 13:02:59",0.82404,31,bluelight773
2696,286184,"Michel Blaauw","2016-05-01 18:52:57",0.82404,2,michelblaauw
2697,290101,"Sujeeth S","2016-05-02 14:00:34",0.82404,62,sujeeth
2698,314861,Sagar,"2016-05-01 22:49:53",0.82404,4,sgrvinod
2699,314357,MLCLASS_SP16_Kupchenko_Shenoy,"2016-05-02 23:32:37",0.82404,9,"ilyakupchenko,rakeshshenoy"
2700,295138,"Stanislav Chistyakov","2016-05-02 00:41:52",0.82404,13,chistyakov
2701,312131,MLpassion,"2016-05-02 14:04:02",0.82404,34,mlpassion
2702,296053,santhoshkumar,"2016-05-02 05:20:49",0.82404,48,klueless
2703,313851,gregsifr,"2016-05-02 05:36:34",0.82404,28,gregsifr
2704,290777,"Subhradeep Kayal","2016-05-02 06:43:46",0.82404,35,deepkayal
2705,292955,"Mat η","2016-05-02 10:24:21",0.82404,14,mattia16
2706,292008,BitterIsland07,"2016-05-02 11:37:42",0.82404,7,bitterisland07
2707,288750,RobTreichler,"2016-03-16 04:34:41",0.82404,5,shrikeler
2708,302133,"Nick Stupich","2016-04-04 20:29:49",0.82404,1,nickstupich
2709,299968,trblnc,"2016-05-02 14:33:31",0.82403,79,"linhvannguyen,trblnc"
2710,308913,MicheleVascellari,"2016-04-15 04:58:28",0.82403,1,mighelone
2711,311154,AlexAllan,"2016-04-21 11:22:07",0.82403,9,neuralead
2712,314012,"Joe C","2016-05-01 22:44:35",0.82402,22,"joec33r,kevinsoucy"
2713,300410,"Brajendra Gouda","2016-05-02 01:58:55",0.82402,33,brajen259
2714,308975,"Yusuke Ooka","2016-05-02 04:52:44",0.82402,41,yusukeooka
2715,285052,"Robert Martin","2016-05-02 22:11:23",0.82402,186,robertmartin71
2716,303479,"JINYOUNG CHOI","2016-04-24 01:49:44",0.82401,6,jinyoungchoi
2717,295255,Nawwar,"2016-03-26 20:35:45",0.82401,14,nawwar
2718,305573,Andy,"2016-04-22 15:07:16",0.82400,26,andylin512
2719,312210,"Ryan Rigato","2016-05-02 18:46:12",0.82400,13,ryanrigato
2720,294612,"Karl Moufarrej","2016-03-27 22:26:11",0.82399,5,karlmoufarrej
2721,302149,mstanichenko,"2016-04-04 20:57:10",0.82399,1,mstanichenko
2722,312907,"Nitin Rai","2016-05-02 12:14:40",0.82399,8,psyren
2723,290790,"Aditya Gadgil","2016-03-20 19:07:16",0.82398,15,adityagadgil
2724,288427,NJSM,"2016-04-30 06:46:21",0.82398,39,"nithinjames,sumeshmadathil"
2725,288949,"ForwardNetwork 2","2016-05-02 23:56:25",0.82397,141,forwardnetwork
2726,314755,"jeffreyLewis 2","2016-04-27 07:10:08",0.82397,10,jakur88
2727,296504,KevinMcCarthy,"2016-03-24 05:36:21",0.82396,3,kmccarth11
2728,286171,Dagnaq,"2016-03-04 07:59:09",0.82396,2,tadeze
2729,310425,"Mohammad Azam Khan","2016-05-02 18:46:29",0.82396,69,muhammedazamkhan
2730,287742,drdr,"2016-04-29 18:46:03",0.82395,15,dratner
2731,288814,Kundenzufriedenheit,"2016-03-23 19:01:44",0.82394,2,gregorymatchado
2732,288801,JY,"2016-03-16 01:21:59",0.82393,9,"justinng1,liyiyanwolf"
2733,315661,JustinTrotter,"2016-05-02 18:55:15",0.82391,11,lambinvoker
2734,308617,"Pan Deng","2016-04-14 11:55:44",0.82389,2,pandahust
2735,315442,xSergey,"2016-05-02 21:48:08",0.82389,4,svmelnik
2736,287188,liuzq,"2016-05-02 17:16:55",0.82389,59,liuzq09
2737,312420,Maciej,"2016-05-02 22:39:18",0.82389,25,maciejv
2738,289133,"Julien Heiduk","2016-05-02 21:07:51",0.82389,57,zoupet
2739,297605,"David MA","2016-05-01 23:19:45",0.82388,4,davidmzq
2740,315131,"Sergii Kovalenko","2016-05-02 12:52:11",0.82388,39,skovalenko
2741,291902,blouzak,"2016-03-23 21:52:27",0.82388,8,blouzaq
2742,315717,jovchi,"2016-05-02 04:43:49",0.82388,2,jovchi
2743,293310,shihabkabir,"2016-05-02 09:16:50",0.82388,6,kkshihab
2744,315164,lucasmurtinho,"2016-05-01 21:52:16",0.82388,7,lmurtinho
2745,287371,"Vadim N.","2016-05-01 09:39:30",0.82387,20,vadimnazarov
2746,299514,Scorpion,"2016-05-02 23:58:13",0.82386,66,scorpion
2747,288256,CreativeSolutions,"2016-04-17 15:35:37",0.82386,82,johnhalter
2748,290489,Arun,"2016-04-03 02:09:30",0.82385,7,arunrangarajan
2749,288966,AnubhavGupta,"2016-03-12 10:29:53",0.82385,10,anubhav3377
2750,286588,earthjuice,"2016-03-17 23:35:56",0.82385,37,earthjuice
2751,289582,AndreyAlexeev,"2016-05-02 17:31:38",0.82384,137,andreyalexeev
2752,303524,Yuming,"2016-04-20 06:55:44",0.82384,16,wangyum
2753,294672,samid,"2016-04-03 09:53:06",0.82383,15,imalion
2754,296985,DoubleTree,"2016-03-26 05:30:34",0.82383,4,doubletree
2755,296448,"Vijayan Nagarajan","2016-04-30 03:14:50",0.82383,19,"udayachandar,vjacomet"
2756,301951,"Yuliya Loktionova","2016-04-30 20:20:31",0.82383,18,yuliya
2757,291955,"Eric Zhang","2016-05-02 23:52:20",0.82382,33,zzhang487
2758,312847,"Prabhanjan Reddy","2016-05-02 14:44:26",0.82382,20,prabhanjanreddy
2759,303556,"Samuel 2","2016-04-29 16:19:03",0.82382,20,sasamos
2760,301385,"Yuvaneet Bhaker","2016-05-01 09:10:04",0.82380,26,yuvaneet
2761,286564,jzhu47,"2016-03-08 20:42:52",0.82380,6,jzhu47
2762,285394,Mathn,"2016-05-02 15:50:30",0.82379,83,mathusuthan
2763,300550,Hans,"2016-04-04 00:01:21",0.82379,6,hangjianli
2764,296372,BrentCohn1,"2016-04-07 02:52:07",0.82379,4,"brentcohn1,michaeljh"
2765,301743,wepon,"2016-04-05 05:32:59",0.82378,10,weponpku
2766,304629,AIvin24,"2016-04-27 07:33:36",0.82378,26,aivin24
2767,302360,lesnode,"2016-04-05 07:33:22",0.82378,4,lesnode
2768,293393,"Carles Sala","2016-05-02 23:45:34",0.82377,78,csalac
2769,311501,YijunMa,"2016-05-02 22:11:36",0.82376,54,ma350365879
2770,302962,ryanliu,"2016-04-08 09:21:35",0.82376,6,ryanliu
2771,289784,"Paulo Pinto","2016-05-02 22:03:10",0.82376,34,paulorzp
2772,287535,Aindriú,"2016-05-02 10:19:36",0.82376,111,andtem2000
2773,300082,kaytek,"2016-03-31 23:36:56",0.82375,2,kaytek
2774,311107,RiccardoNizzolo,"2016-05-02 14:37:06",0.82375,60,riccardonizzolo
2775,289446,Maarten,"2016-03-11 06:22:43",0.82375,8,mvansegb
2776,314546,AldoCP,"2016-05-02 18:30:33",0.82374,40,aldocp
2777,313840,"David Tran","2016-04-23 04:51:50",0.82374,2,davidtran
2778,313519,FedericoFerraccioli,"2016-04-29 11:52:07",0.82374,24,ffff92
2779,286608,"Jan vR","2016-05-02 20:27:55",0.82373,172,mrooijer
2780,310949,abbbc,"2016-05-02 06:17:55",0.82373,51,"arifmukhthar,arjklu,stushar2007,sunduu"
2781,290318,Vineet,"2016-04-19 17:02:49",0.82373,5,vineet11
2782,309440,Lorentz,"2016-04-15 21:03:06",0.82373,2,felizmex
2783,292341,Yakamoz,"2016-05-01 02:39:59",0.82371,26,yakamoz
2784,286188,Sasha&Katrin,"2016-03-13 09:50:01",0.82371,3,"eymaros,katja1992"
2785,309921,YungchuanLee,"2016-05-02 14:23:32",0.82371,17,whitelee
2786,287787,"Fred Jean","2016-03-16 22:41:21",0.82370,6,fredjean
2787,296980,"Felicia Heng","2016-03-25 15:06:08",0.82369,3,solitudebrave
2788,305146,andrasgk,"2016-05-02 21:54:48",0.82368,22,andrasgk
2789,297498,"Marcos Cotrim","2016-04-09 00:57:07",0.82367,29,mcotrim
2790,285070,"Jason Miller","2016-05-02 23:21:52",0.82367,274,millerintllc
2791,290682,Derkanat,"2016-05-02 21:51:48",0.82367,69,derkanat
2792,287095,Andre,"2016-05-02 12:58:52",0.82366,44,andreburk
2793,302663,cydonia,"2016-05-02 18:36:15",0.82366,22,cydonia
2794,303192,"Flemming Madsen","2016-04-27 07:05:19",0.82365,16,flemmingmadsen
2795,293154,kamel,"2016-03-19 19:22:05",0.82365,10,arieltci
2796,308076,adrianbram,"2016-04-21 09:36:59",0.82364,18,kreuks
2797,288517,CarlosLoureiro,"2016-03-13 17:21:56",0.82363,25,bofial
2798,313107,"George Liu","2016-05-02 16:11:52",0.82363,10,georgeliu
2799,295468,p,"2016-03-23 01:47:08",0.82363,10,p00565
2800,294584,-RR-,"2016-04-19 16:43:25",0.82362,37,r4ch31r
2801,290971,Earth!,"2016-05-02 23:53:44",0.82362,59,fightclubzhou
2802,287049,cristinaserrano,"2016-03-28 23:51:42",0.82361,9,cristinaserrano
2803,288775,"Marcel Zięba","2016-03-08 23:59:00",0.82357,3,marseel
2804,301860,"Luis Pereyra","2016-05-02 05:52:34",0.82357,6,luispereyra
2805,295893,"Alexey Raspopov","2016-03-30 18:19:23",0.82356,11,alexeyraspopov
2806,304236,"Advisia Analytics","2016-05-02 13:58:25",0.82356,22,"fiamonci,fnagano,joaocabral,joaosergio1,lucasevsala,psteagall,rskupper,shirassu"
2807,289746,Shivam27,"2016-03-10 16:48:53",0.82356,2,shivam27
2808,312955,noncal,"2016-04-30 22:24:52",0.82355,10,noncalentarum
2809,293857,rynmiz,"2016-05-02 23:08:38",0.82354,7,del=92f71e0583cb19cf
2810,300586,"Christian Jauvin","2016-04-05 18:57:24",0.82354,4,cjauvin
2811,291048,HappySanta,"2016-05-02 18:21:23",0.82354,43,ksm1978
2812,305795,"Brett Romero","2016-04-11 13:54:00",0.82353,1,vladimiriii
2813,315356,DW,"2016-04-29 16:53:48",0.82353,6,dwalling
2814,289054,GaryClark,"2016-03-19 10:01:40",0.82352,20,garyclark
2815,304379,Psarv,"2016-04-21 07:35:26",0.82352,27,prasarv
2816,300743,Vi_Nastya,"2016-04-02 08:40:08",0.82352,5,vinastya
2817,311637,Analytics-In-Genes,"2016-05-02 15:42:11",0.82351,34,"prashantpuri,shriram3nerkar,valadi"
2818,299127,"The Psychohistorian","2016-04-24 17:58:30",0.82351,17,absurdfalcon
2819,291329,"Eduardo Franco","2016-03-15 23:31:48",0.82351,2,eduzznet
2820,288772,MaxM,"2016-04-14 21:50:02",0.82350,9,maxm016
2821,291316,TNames,"2016-03-14 03:11:33",0.82350,10,tnames
2822,307907,NeuroD0g,"2016-04-30 09:44:37",0.82350,24,neurod0g
2823,287387,PathOfNewbie,"2016-03-08 09:22:33",0.82349,5,"julipetr,sergeyevda,velikolepno"
2824,288140,DrFalcon,"2016-05-02 01:38:53",0.82349,119,drfalcon
2825,291851,ntdef,"2016-03-14 20:45:07",0.82349,1,ntdefreitas
2826,309139,xizi.Ling,"2016-04-17 07:40:55",0.82348,13,xiziling
2827,302479,jonsteve,"2016-04-07 07:17:01",0.82348,11,jonsteve
2828,312176,SkyLibrary,"2016-05-02 18:08:03",0.82347,6,skylibrary
2829,295482,"Thanh Dai Nguyen","2016-03-27 06:16:36",0.82346,7,thanhdn
2830,287802,"Bryan Balajadia","2016-03-09 02:37:39",0.82346,5,bbalajadia
2831,296412,"Canivel & Senator","2016-05-02 18:56:15",0.82345,50,"canivel,senator"
2832,287589,"Musa Bilal","2016-05-02 00:04:27",0.82344,7,musabilal
2833,300344,SooseongJeong,"2016-05-02 05:01:27",0.82344,16,dpfhdnxmfld
2834,311071,Saatetyi,"2016-05-02 08:42:21",0.82344,36,saatetyi
2835,294951,RG,"2016-05-02 20:40:40",0.82344,18,dsoreo
2836,285305,Victor,"2016-05-02 23:58:33",0.82343,71,nedelko
2837,302483,mcasshy,"2016-05-02 22:16:13",0.82343,50,mcasshy
2838,298719,JoãoFigueiredo,"2016-05-02 09:59:50",0.82343,57,jfabelha
2839,305193,Arfoss,"2016-05-02 21:18:39",0.82342,27,arfoss
2840,306552,"Dani Fernandez","2016-05-02 23:53:43",0.82342,50,danifernandez
2841,303762,kat00,"2016-04-24 01:44:57",0.82342,4,kat000
2842,300984,"Arkid Mitra","2016-05-02 13:39:40",0.82342,20,archieindian
2843,300525,"Franc Bračun","2016-05-02 11:10:50",0.82340,39,francbracun
2844,288448,"Erik Peterson","2016-03-09 09:34:36",0.82340,5,companygardener
2845,315698,lzwhite,"2016-05-01 23:55:19",0.82339,12,lzwhite
2846,302052,Griprox,"2016-04-04 17:51:02",0.82338,4,griprox
2847,314639,"Vova Kubytskyi","2016-04-24 18:30:43",0.82338,2,"del=9e88318176883c1f,muravitskiy"
2848,303419,suvignes,"2016-04-11 22:56:26",0.82338,9,suvignes
2849,294831,Maverix,"2016-05-02 23:46:40",0.82338,89,mohitmohan
2850,293233,"Kaoru Nasuno","2016-04-02 07:51:53",0.82337,13,kaorunasuno
2851,290275,"Manas Ranjan Kar","2016-05-02 17:42:01",0.82337,45,manasrkar
2852,285301,j_scheibel,"2016-05-02 16:47:33",0.82337,16,jscheibel
2853,295284,"Jacob Petersen","2016-05-02 00:05:04",0.82336,28,valesco
2854,315264,Richard,"2016-04-29 23:20:24",0.82335,15,richard2
2855,287200,NachoCarracedo,"2016-05-02 21:17:42",0.82334,55,nachocarracedo
2856,298736,"Vitor Alcântara Batista","2016-04-06 11:20:20",0.82334,10,vabatista
2857,313127,akjnyc,"2016-04-22 00:24:58",0.82333,8,akjnyc
2858,314563,Summukhe,"2016-04-24 15:15:04",0.82333,1,summukhe
2859,296725,CLennan,"2016-03-29 11:23:36",0.82333,14,clennan
2860,313698,"Emilio Simoni","2016-05-02 23:22:30",0.82332,16,emiliocs
2861,314890,S.B.,"2016-05-02 21:36:05",0.82330,27,baharian
2862,296799,DavidGbodiOdaibo,"2016-05-02 13:19:56",0.82329,90,godaibo
2863,292130,"Vivek Agarwal","2016-03-15 10:42:45",0.82329,1,vivekag
2864,289306,"Team Data Pls","2016-04-21 23:03:13",0.82329,7,"johnksna,lfrocha12,pjberry93,rmacias"
2865,304729,Zforghany,"2016-05-02 17:36:21",0.82328,8,zforghany
2866,303240,AlexanderHuang,"2016-05-02 23:16:32",0.82328,19,huangalexc
2867,304865,"Adam Balcerek","2016-04-15 17:26:54",0.82326,15,abalcerek
2868,286497,"Zanzibar Lector","2016-05-02 04:50:53",0.82325,75,zanzibar
2869,286719,drala,"2016-05-02 02:41:12",0.82325,70,j55511
2870,305413,"amine 2","2016-04-10 22:47:26",0.82325,2,aminemer
2871,308402,"Georgios Douzas","2016-04-17 17:09:16",0.82323,8,del=f16709620a6ed7e1
2872,296923,KrishnaKishore,"2016-03-29 03:39:09",0.82323,8,kishorekk
2873,285751,"El Totterino","2016-03-03 17:28:11",0.82322,3,eltotterino
2874,287051,"Saquib Ahmad","2016-05-01 10:32:49",0.82321,86,saquibahmad
2875,292747,"Alexander Grishin","2016-04-16 09:19:37",0.82321,29,agrishin
2876,288296,getmax,"2016-03-10 11:00:03",0.82321,2,getmax
2877,313871,philharmoniker,"2016-04-23 05:53:09",0.82321,1,philharmonikerz
2878,291010,takuya,"2016-04-28 09:01:31",0.82320,7,katotakuya
2879,287195,Khan7,"2016-03-08 18:52:48",0.82319,4,akhan7
2880,314680,Rollbar,"2016-05-01 11:22:59",0.82318,2,swclark14
2881,298499,CPSC540,"2016-04-26 06:25:50",0.82317,4,"austeane,del=6cd00ca45ff34bee,yellowjello"
2882,315680,sherif,"2016-05-02 21:51:54",0.82317,8,sherifbotros
2883,297263,"Ahmed Ameen","2016-03-30 15:43:11",0.82316,6,ahmedameen
2884,304364,DaMo,"2016-04-28 23:40:23",0.82316,7,"damiansp,mollyzhang"
2885,315504,stat_25.5,"2016-04-30 23:57:46",0.82315,6,"enricotonini,supercinno"
2886,300772,"Carlos Oliveira","2016-04-27 06:43:15",0.82314,40,coliveira85
2887,298432,Everest,"2016-05-02 20:47:35",0.82313,21,herotau
2888,295287,Shil.D,"2016-03-21 17:38:27",0.82313,3,shild42
2889,290437,agloolga,"2016-03-12 21:17:31",0.82313,5,agloolga
2890,310849,NNSMedia,"2016-05-02 00:22:30",0.82312,35,nnsmedia
2891,312906,TheCaQeIsALie,"2016-05-02 20:58:13",0.82312,6,strauss
2892,310017,BinDu,"2016-05-01 14:12:57",0.82311,20,rainbowbindu
2893,286514,孙中山,"2016-03-04 22:57:43",0.82311,3,leiwu038
2894,304750,"Vivek Hasija","2016-04-11 19:08:58",0.82310,11,vivekhasija
2895,302247,Ahmed,"2016-04-07 00:06:33",0.82309,5,zeeshanahmed
2896,300934,"Alberto Segura","2016-04-28 18:03:54",0.82308,25,albertosegura
2897,288194,Aditya,"2016-03-20 19:59:24",0.82308,23,adityagudimella
2898,294475,"Erik Justin","2016-05-01 02:43:14",0.82308,9,erikjustin
2899,293486,Alessio,"2016-03-31 13:31:08",0.82307,24,alessiogallucci
2900,303678,tnoda,"2016-05-02 19:52:31",0.82307,5,del=dda836d688b300b6
2901,293420,cryinlaugh,"2016-04-01 09:53:51",0.82305,9,cryinlaugh
2902,314901,Venkat,"2016-05-01 15:47:19",0.82305,14,vbandaru
2903,313958,cmarchal,"2016-04-27 13:42:28",0.82305,12,cmarchal
2904,298527,"Dark Blue 2","2016-03-29 02:08:43",0.82303,1,darkblue2
2905,314472,DS-DN,"2016-05-02 14:26:19",0.82303,7,nadavdev
2906,285616,Keks,"2016-05-02 16:21:39",0.82302,305,del=c7ccc8e6816dc07e
2907,314818,"Y Shaham","2016-04-27 14:00:42",0.82299,3,herzliyati
2908,309035,LA_engineer,"2016-05-02 18:20:08",0.82299,8,lafemgineer
2909,294107,Marsjasz,"2016-04-02 15:41:16",0.82298,10,marsjasz
2910,286025,NathanLehrer,"2016-03-06 15:15:44",0.82297,6,nlehrer
2911,307626,geekosaurus,"2016-04-22 12:27:34",0.82297,14,geekosaurus
2912,285571,LucasRibeirodeAbreu,"2016-04-28 00:41:36",0.82294,30,lucasribs
2913,300612,polar,"2016-04-22 07:33:03",0.82294,3,renarde
2914,287604,"David Pinto","2016-04-06 13:34:01",0.82293,54,davidpinto
2915,314945,belowTheFold,"2016-04-30 20:48:37",0.82293,3,yesbutwhatdoesitmean
2916,285486,"Pablo M","2016-03-15 12:08:10",0.82293,20,pabmonf
2917,305907,"Lucas Laperuta","2016-04-29 22:00:56",0.82292,10,lmlaperuta
2918,306374,razvandimescu,"2016-04-12 09:11:03",0.82291,1,ssaricu
2919,311897,"Valentin Zambelli","2016-04-19 13:44:40",0.82290,5,zasopal
2920,312808,NidhiSikarwar,"2016-04-30 21:52:18",0.82290,8,snidhi
2921,315217,CarlHencey,"2016-05-02 15:10:41",0.82290,5,carlhencey
2922,314459,"Trong Hieu Tran","2016-05-02 10:17:03",0.82288,24,trhtran
2923,313587,tive,"2016-04-22 17:04:07",0.82288,1,tivepro
2924,302910,"James Dale","2016-04-19 22:39:39",0.82284,23,jamesdale
2925,313301,"Michael Xiao","2016-05-01 17:59:14",0.82283,8,michaelxiao
2926,296266,DSXL,"2016-05-02 10:08:56",0.82282,126,"divyanshusuri,jyotiman"
2927,311566,EinsQiang,"2016-04-19 07:14:46",0.82282,5,einsqiang
2928,295439,"B Bray","2016-05-02 17:16:39",0.82282,22,ghabbit
2929,312680,"Chang Lan","2016-04-23 00:23:00",0.82281,9,changlan
2930,292553,"Ricardo Rendall","2016-03-22 14:44:31",0.82281,5,rrendall
2931,291831,TheDoctor,"2016-04-14 13:37:30",0.82281,20,watermelon
2932,314194,Evgeny,"2016-04-30 22:42:58",0.82280,12,evgeny
2933,293892,mingheng,"2016-04-06 15:46:35",0.82280,8,mingheng
2934,303871,ntrang,"2016-04-28 23:19:04",0.82277,39,ntrang
2935,301953,"泽荣 姚","2016-04-07 11:53:41",0.82277,13,zearom32
2936,307627,"Santiago Velasco","2016-04-12 19:08:07",0.82276,1,morphology
2937,298455,Jekyll,"2016-05-02 23:49:10",0.82276,19,jekyllsmith
2938,302490,vijay2110,"2016-04-09 13:39:20",0.82275,8,vijay2110
2939,295936,MLCLASS_SP16_7,"2016-05-02 23:00:31",0.82275,35,"donghyunkim,khh3323"
2940,315606,sysd,"2016-05-02 00:50:03",0.82275,24,systemd
2941,309343,Reverence,"2016-04-25 12:42:35",0.82274,9,reverence
2942,307692,jc52766,"2016-05-02 00:42:26",0.82274,5,jc52766
2943,290863,wlamond,"2016-03-17 00:39:02",0.82270,12,wlamond
2944,309287,AnimeshGaitonde,"2016-05-02 16:39:25",0.82269,13,animesh371
2945,300532,"James Lee","2016-05-02 12:50:51",0.82268,39,kcbighuge
2946,300839,hknmtt,"2016-05-02 19:06:56",0.82267,5,hknmtt
2947,314353,Escudero,"2016-05-02 00:25:33",0.82266,17,claudioe
2948,309856,"Juan Carlos Bretal Fernandez","2016-05-02 13:41:23",0.82266,48,jcbretal
2949,298523,Tzu-ChingWu(George),"2016-04-11 14:12:29",0.82265,10,a3146654
2950,292151,"eric lu","2016-03-29 15:00:35",0.82265,7,sixilu
2951,300297,"Ivan Geraskin","2016-04-01 06:10:20",0.82265,2,ivangeraskin1991
2952,301632,"Biagio Chirico","2016-04-03 21:38:44",0.82265,1,neuro17
